run_id,run_name,env_type,planning_steps,planning_percentage,planning_mode,seed,episode_length,final_reward,reward_per_step
ueuhlpfh,BigFish_10_roll_0_inner_0.2_pct_1_max_reward_seed_3_time_2026-04-02_20-29-44,BigFish,10,0.2,reward,3,81.0,0.0,0.0
oufxv7a3,BigFish_10_roll_0_inner_0.2_pct_1_max_reward_seed_4_time_2026-04-02_20-30-21,BigFish,10,0.2,reward,4,223.0,1.0,0.004484304932735426
ay3xlskb,BigFish_10_roll_0_inner_0.2_pct_1_max_reward_seed_5_time_2026-04-02_20-32-00,BigFish,10,0.2,reward,5,112.0,3.0,0.026785714285714284
iyfww5wr,BigFish_10_roll_0_inner_0.2_pct_1_max_reward_seed_6_time_2026-04-02_20-32-39,BigFish,10,0.2,reward,6,127.0,1.0,0.007874015748031496
6nl4jdh3,BigFish_10_roll_0_inner_0.2_pct_1_max_reward_seed_7_time_2026-04-02_20-33-35,BigFish,10,0.2,reward,7,70.0,0.0,0.0
faweb7jf,BigFish_10_roll_0_inner_0.2_pct_1_max_reward_seed_8_time_2026-04-02_20-34-14,BigFish,10,0.2,reward,8,69.0,0.0,0.0
jzgasbel,BigFish_10_roll_0_inner_0.2_pct_1_max_reward_seed_9_time_2026-04-02_20-34-44,BigFish,10,0.2,reward,9,91.0,1.0,0.01098901098901099
93xss0wr,BigFish_10_roll_0_inner_0.2_pct_1_max_value_seed_0_time_2026-03-31_16-36-47,BigFish,10,0.2,value,0,251.0,1.0,0.00398406374501992
ixm5lmep,BigFish_10_roll_0_inner_0.2_pct_1_max_value_seed_1_time_2026-03-31_16-38-21,BigFish,10,0.2,value,1,47.0,0.0,0.0
eter3gtl,BigFish_10_roll_0_inner_0.2_pct_1_max_value_seed_2_time_2026-03-31_16-38-38,BigFish,10,0.2,value,2,55.0,0.0,0.0
dmev2kk6,BigFish_10_roll_0_inner_0.2_pct_1_max_value_seed_3_time_2026-04-02_20-24-02,BigFish,10,0.2,value,3,83.0,0.0,0.0
b3bggsnz,BigFish_10_roll_0_inner_0.2_pct_1_max_value_seed_4_time_2026-04-02_20-24-48,BigFish,10,0.2,value,4,123.0,1.0,0.008130081300813009
vhlfy695,BigFish_10_roll_0_inner_0.2_pct_1_max_value_seed_5_time_2026-04-02_20-25-32,BigFish,10,0.2,value,5,108.0,3.0,0.027777777777777776
44tjnz9t,BigFish_10_roll_0_inner_0.2_pct_1_max_value_seed_6_time_2026-04-02_20-26-18,BigFish,10,0.2,value,6,116.0,1.0,0.008620689655172414
d4f1caxr,BigFish_10_roll_0_inner_0.2_pct_1_max_value_seed_7_time_2026-04-02_20-26-53,BigFish,10,0.2,value,7,175.0,0.0,0.0
v87y4dt7,BigFish_10_roll_0_inner_0.2_pct_1_max_value_seed_8_time_2026-04-02_20-27-58,BigFish,10,0.2,value,8,70.0,0.0,0.0
a16tyisi,BigFish_10_roll_0_inner_0.2_pct_1_max_value_seed_9_time_2026-04-02_20-28-25,BigFish,10,0.2,value,9,154.0,2.0,0.012987012987012988
n6g1ffce,BigFish_10_roll_0_inner_0.5_pct_1_max_reward_seed_0_time_2026-03-31_16-43-26,BigFish,10,0.5,reward,0,80.0,0.0,0.0
